artikel_nr,bezeichnung,werkstoff,abmessungen,einheit,basispreis_eur,zkalk_offset_eur,preis_min_eur,preis_max_eur,sales_group,material_group,n_offers
09531500KS0001,PVDF Level Sensor A= 950,PVDF,,ST,384.37,0.0,384.37,384.37,VG 31 - Semicon/Chemistry,Corrosion Protection,1
09531800KS0001,DUAL PTFE/FEP  DLW350 nat 1220 NV,"PTFE, FEP",,ST,30.191,0.0,23.408,41.895,VG 35 - Distribution,Distribution,4
09532200KS5000,Führungsband EVO mit Rille,,,ST,0.1339,0.0,0.1339,0.1339,VG 20 - Mobility,Chassis,1
09532900KS0001,"Faltenbalg 18x28/39,3x165 HS22121",,18x28,ST,202.16,0.0,186.2,218.12,VG 35 - Distribution,Distribution,2
09534600KS0001,Schlauch 12x16x860,,12x16x860,ST,20.5339,0.0,19.8064,21.417,VG 30 - Industrial Solutions,Sensors,3
09534700KS0001,Schlauch 18x22x4500 HS 17006,,18x22x4500,ST,130.207,0.0,107.73,152.684,VG 30 - Industrial Solutions,Sensors,2
09535000KS0001,"Faltenbalg 26x37,6x28 HS22185",,"26x37,6x28",ST,86.45,0.0,86.45,86.45,VG 30 - Industrial Solutions,Machine Tools/Painting,1
09535100KS0001,Dichtung 25% Kohle Ø325xØ230x40,KOHLE,Ø230x40,ST,226.1,0.0,226.1,226.1,VG 35 - Distribution,PTFE,1
09535200KS0001,"PH 09.00 2000 230~2 2,2 2000 PT-100",,,ST,678.3,0.0,651.7,738.15,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,3
09535400KS0001,"PH 01.01 2000 230~ 2,2 2000 PT-100",,,ST,744.8,0.0,684.95,791.35,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,6
09536600KS0001,Klappe mit Nutring PGP D70-2 A31,,,ST,75.7692,0.0,66.8216,75.7692,VG 30 - Industrial Solutions,Machine Tools/Painting,3
09538100KS0001,Faltenbalg DN185/200 PTFE leitf.,PTFE,DN185,ST,317.205,0.0,310.289,350.9205,VG 35 - Distribution,PTFE,3
09538600KS0001,PVDF Level Sensor A= 350,PVDF,,ST,352.716,0.0,342.4085,378.651,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,4
09539100KS0001,"Gleitscheibe 19,05x34,25x0,08 PTFE",PTFE,"19,05x34,25x0,08",ST,0.2665,0.0,0.2427,0.2939,VG 30 - Industrial Solutions,Sensors,6
09539500KS0001,Klappe mit Nutring PGO D70 A32,,,ST,75.7692,0.0,66.8216,75.7692,VG 30 - Industrial Solutions,Machine Tools/Painting,4
09539600KS0001,RWDR 90x120x12 HN2390 neg.,,90x120x12,ST,103.7533,0.0,103.7533,103.7533,VG 35 - Distribution,PTFE,1
09539900KS0001,FEP-Sicherheits-HST T8x900,FEP,8x900,ST,8.911,0.0,7.3815,9.1105,VG 35 - Distribution,Distribution,5
09540600KS0001,Komplettkolben D150+Pistonring HS21037,,,ST,217.9205,0.0,114.1731,229.3851,,Compressor,7
09541500KS0001,Welle Ø 7x960 mm mit PTFE-HST,PTFE,Ø7x960,ST,64.771,0.0,64.771,64.771,VG 35 - Distribution,Distribution,1
09541600KS0001,"PistonRing Ø60x50x4,9mm gastight HS21037",,"Ø60x50x4,9",ST,10.8864,0.0,9.8968,11.2974,VG 30 - Industrial Solutions,Compressor,3
09542000KS0001,"HST 4:1 PTFE 5/64"" - nat- 12 mm",PTFE,,ST,0.1277,0.0,0.1277,0.1277,VG 35 - Distribution,PTFE,1
09542100KS0001,Rundstab PTFE + 25% Kohle 40 x 1000 FDA,"PTFE, KOHLE",40x1000,ST,177.7146,0.0,164.9466,332.5,VG 35 - Distribution,Distribution,3
09542200KS0001,"RWDR 10,9x15x3 HS21060",,"10,9x15x3",ST,8.955,0.0,8.7123,9.3946,VG 27 - Medical,Device medicine,11
09542300KS0001,145kV Capot,,,ST,152.0523,0.0,144.1188,159.9857,VG 26 - Energy,Energy Transfer & Distribution,2
09543700KS0001,"RC FEP 6"" geätzt 0,5 nat 2740",FEP,,ST,738.15,0.0,731.5,744.8,VG 35 - Distribution,Distribution,2
09543900KS0001,Komplettkolben D100+Kolbenring HS21037,,,ST,170.4262,0.0,114.1731,179.3904,,Compressor,6
09544100KS0001,"FEP-Folie 70 mm breit 0,025 mm dick",FEP,,M,6.9758,0.0,6.7697,7.182,VG 27 - Medical,Internal medicine,2
09544600KS0001,"Füllstück PA 6G nat 222,7x134x18mm",,"222,7x134x18",ST,106.799,0.0,106.799,106.799,VG 35 - Distribution,PTFE,1
09544900KS0001,"Folienstreifen 6000+5x200+0,1x0,5+/-0,05",,5x200,ST,95.361,0.0,95.361,95.361,VG 31 - Semicon/Chemistry,Corrosion Protection,2
09545300KS0001,DUAL PTFE/PFA DLW115 nat 1220,"PTFE, PFA",,ST,16.758,0.0,15.295,18.221,VG 35 - Distribution,Distribution,2
09545400KS0001,DUAL PTFE/PFA DLW130 nat 1220,"PTFE, PFA",,ST,38.6831,0.0,32.709,48.146,VG 35 - Distribution,PTFE,8
09545600KS0001,DUAL PTFE/PFA DTW130 nat 1220,"PTFE, PFA",,ST,27.0921,0.0,16.9773,63.6006,VG 20 - Mobility,Electric Drive,7
09547200KS0001,WDR 85x110x10 Doppellippe gegensinnig,,85x110x10,ST,46.272,0.0,46.272,46.272,VG 30 - Industrial Solutions,Compressor,1
09547600KS0001,Tube-ML TCM HS11007,,,ST,22.9783,0.0,22.9783,22.9783,VG 27 - Medical,Internal medicine,1
09548000KS0001,"MOD-WT PP 1490x860x25 3,0",PP,1490x860x25,ST,2116.695,0.0,1792.84,2440.55,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
09549500KS0001,"Seal SVT 32,2x26x4,3",,"32,2x26x4,3",ST,12.236,0.0,12.236,12.236,VG 31 - Semicon/Chemistry,PTFE,1
09550900KS0001,Tube-ML TCM HS11007,,,ST,21.3824,0.0,21.334,21.4308,VG 27 - Medical,Internal medicine,2
09551100KS0001,Faltenbalg 20x40x145x115x1,,20x40x145x115x1,ST,876.6695,0.0,694.26,1212.96,VG 35 - Distribution,Distribution,4
09551200KS0001,"Rundstab TFM1600 gepresst Ø73,4x300 mm",,"Ø73,4x300",ST,135.66,0.0,135.66,135.66,VG 30 - Industrial Solutions,Fluidtechnology,2
09551900KS0001,Spring Seal-URX-B 215-803-HS 4080-C,,,ST,103.4155,0.0,93.8741,121.8612,VG 30 - Industrial Solutions,General Mechanical Eng.,4
09552600KS0001,"RC FEP 5"" UNGEÄTZT 0,5 NAT 610",FEP,,ST,332.5,0.0,117.572,332.5,VG 35 - Distribution,PTFE,3
09562500KS0001,"PH 07.01 500 230~ 2,2 1500",,,ST,738.15,0.0,724.85,751.45,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
09573800KS0001,"MEMBRANA 29x5,5x6",,"29x5,5x6",ST,17.822,0.0,16.492,27.797,VG 30 - Industrial Solutions,Food/Pharma,9
09579000KS0001,Faltenbalg 21x17x42,,21x17x42,ST,13.2335,0.0,10.374,19.95,VG 30 - Industrial Solutions,Food/Pharma,3
09579200KS0001,"BELLOW TURNED 34,5x47,5x27,6 PTFE",PTFE,"34,5x47,5x27,6",ST,12.236,0.0,10.507,12.8345,VG 30 - Industrial Solutions,Food/Pharma,3
09580400KS0001,Bellow 60x12x39,,60x12x39,ST,55.195,0.0,53.466,57.057,VG 30 - Industrial Solutions,Food/Pharma,3
09580500KS0001,Kolben 40xM30x40,,30x40,ST,53.067,0.0,47.481,81.795,VG 30 - Industrial Solutions,,9
09581600KS0001,PTFE Frame TFU-22 220V2kW -A-,PTFE,,ST,26.733,0.0,26.733,26.733,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,1
09581700KS0001,PTFE Frame TFU-22 220V2kW -B-,PTFE,,ST,26.733,0.0,26.733,26.733,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,1
09581900KS0001,PTFE Frame TFU-22 220V2kW -C-,PTFE,,ST,11.97,0.0,11.97,11.97,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,1
09582000KS0001,PTFE Frame TFU-22 220V2kW -D-,PTFE,,ST,11.97,0.0,11.97,11.97,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,1
09584100KS0001,"PH 08.01 4000 480 ~3 2,2 6000 PT-100",,,ST,1030.75,0.0,1030.75,1030.75,VG 31 - Semicon/Chemistry,PTFE,1
09585100KS0001,"Folie 330x1.000x0,5 PTFE RW",PTFE,"330x1.000x0,5",ST,73.6022,0.0,45.7254,73.6022,VG 27 - Medical,PTFE,3
09586000KS0001,Offenhalteschiene 360x43x27 spi.,,360x43x27,ST,457.254,0.0,384.7291,819.9982,VG 30 - Industrial Solutions,PTFE,3
09586802KS0001,"PH 40.08 12000 415~3 1,9 7500",,,ST,3248.525,0.0,3185.35,3311.7,,Heat Exchangers / Heaters,2
09587302KS0001,"PH 40.08 12000 480~3 1,9 7500",,,ST,2347.45,0.0,2214.45,2487.1,,Heat Exchangers / Heaters,4
09587900KS0001,"PH 10.10 1750 230~3 2,2 6000",,,ST,513.0475,0.0,468.4925,618.45,VG 20 - Mobility,Heat Exchangers / Heaters,6
09588000KS0001,"PH 10.10 2000 230~3 2,7 6000",,,ST,557.935,0.0,429.9225,844.55,,Heat Exchangers / Heaters,16
09588200KS0001,"PH 10.04 1750 230~2 2,2 2000",,,ST,558.6,0.0,445.55,625.1,,Heat Exchangers / Heaters,12
09588300KS0001,"PH 10.04 2000 230~2 2,7 2000",,,ST,678.3,0.0,643.72,718.2,,Heat Exchangers / Heaters,5
09588500KS0001,"PH 10.04 2000 230~2 2,7 2000 Coex™",,,ST,638.4,0.0,551.95,665.0,,Heat Exchangers / Heaters,5
09588600KS0001,"PH 10.00 2000 230~2 2,7 6000",,,ST,529.34,0.0,407.3125,589.19,,Heat Exchangers / Heaters,19
09589000KS0001,"PH 09.01 2000 230~2 2,2 2000",,,ST,452.2,0.0,425.6,485.45,,PTFE,3
09589300KS0001,"PH 09.01 3000 230~2 2,2 2000",,,ST,482.125,0.0,465.5,498.75,,PTFE,2
09589500KS0001,"PH 09.00 3000 230~2 2,2 2000",,,ST,701.575,0.0,578.55,791.35,,Heat Exchangers / Heaters,6
09589700KS0001,"PH 09.00 3000 230~2 2,2 2000",,,ST,611.8,0.0,512.05,665.0,VG 31 - Semicon/Chemistry,Distribution,36
09589800KS0001,"PH 09.00 2000 230~2 2,2 2000",,,ST,598.5,0.0,585.2,625.1,VG 31 - Semicon/Chemistry,Distribution,7
09590102KS0001,"PH 08.30 2x3000 230~2 2,2 2000",,2x3000,ST,1709.05,0.0,1655.85,1762.25,,Heat Exchangers / Heaters,3
09590302KS0001,"PH 08.30 6000 400~3 2,2 2000 Coex™",,,ST,1868.65,0.0,1815.45,1921.85,,Heat Exchangers / Heaters,3
09590802KS0001,"PH 08.03 2000 230~2 2,2 2000",,,ST,618.45,0.0,605.15,631.75,,Heat Exchangers / Heaters,3
09591702KS0001,"PH 08.02 2000 230~3 2,2 2000",,,ST,565.25,0.0,551.95,605.15,,Heat Exchangers / Heaters,3
09592002KS0001,"PH 08.02 3000 230~3 2,2 2000",,,ST,578.55,0.0,565.25,618.45,,Heat Exchangers / Heaters,3
09592302KS0001,"PH 08.02 4000 230~3 2,2 2000",,,ST,631.75,0.0,631.75,631.75,,Heat Exchangers / Heaters,1
09592702KS0001,"PH 08.02 4000 400~3 2,2 2000",,,ST,645.05,0.0,631.75,658.35,,Heat Exchangers / Heaters,3
09593200KS0001,"PH 08.02 2000 400~3 2,2 2000",,,ST,724.85,0.0,704.9,751.45,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,3
09593300KS0001,"PH 08.01 4000 400~3 2,2 8000",,,ST,1077.034,0.0,1067.059,1087.009,,Heat Exchangers / Heaters,2
09593902KS0001,"PH 04.14 2000 230~3 2,2 2000",,,ST,618.45,0.0,605.15,631.75,,Heat Exchangers / Heaters,3
09595102KS0001,"PH 04.08 4000 230~3 2,2 2000 Coex™",,,ST,645.05,0.0,645.05,645.05,,Heat Exchangers / Heaters,1
09595600KS0001,"PH 04.08 4000 400~3 2,2 2000",,,ST,708.225,0.0,611.8,784.7,,Heat Exchangers / Heaters,6
09596100KS0001,"PH 04.08 3000 400~3 2,2 2500",,,ST,626.2638,0.0,578.8825,666.995,,Heat Exchangers / Heaters,6
09596400KS0001,"PH 04.05 4000 480~3 2,2 3000",,,ST,647.71,0.0,550.62,702.24,,Heat Exchangers / Heaters,19
09596600KS0001,"PH 04.05 4000 400~3 2,2 3000 PT100",,,ST,813.96,0.0,716.87,977.55,,Heat Exchangers / Heaters,13
09596700KS0001,"PH 04.05 4000 400~3 2,2 3000",,,ST,702.24,0.0,635.74,831.25,,Heat Exchangers / Heaters,47
09596800KS0001,"PH 04.05 4000 400~3 2,2 2000",,,ST,698.25,0.0,684.95,711.55,,Heat Exchangers / Heaters,7
09596900KS0001,"PH 04.05 4000 400~3 2,2 2000",,,ST,658.35,0.0,618.45,67165.0,,Heat Exchangers / Heaters,13
09597000KS0001,"PH 04.04 4000 400~3 2,2 4000 PT-100",,,ST,51085.965,0.0,779.38,104471.5,,Heat Exchangers / Heaters,6
09597700KS0001,"PH 01.09 3000 230~2 2,2 2000",,,ST,492.1,0.0,452.2,698.25,,Heat Exchangers / Heaters,22
09597800KS0001,"PH 01.09 2000 230~2 1,5 2000 PT100",,,ST,731.5,0.0,684.95,817.95,,Heat Exchangers / Heaters,7
09597900KS0001,"PH 01.09 2000 230~2 1,5 1600",,,ST,618.45,0.0,525.35,645.05,,Heat Exchangers / Heaters,12
09598000KS0001,"PH 01.08 3000 480~3 2,2 3000",,,ST,589.19,0.0,550.62,691.6,VG 20 - Mobility,Heat Exchangers / Heaters,12
09598100KS0001,"PH 01.08 2000 400~2 1,5 2000",,,ST,605.15,0.0,438.9,651.7,,Heat Exchangers / Heaters,21
09598400KS0001,"PH 01.08 3000 400~3 2,2 3000",,,ST,689.738,0.0,618.317,738.15,,Heat Exchangers / Heaters,7
09598500KS0001,"PH 01.08 3000 400~2 2,2 3000",,,ST,671.65,0.0,492.765,738.15,,Heat Exchangers / Heaters,45
09598600KS0001,"PH 01.08 3000 400~2 2,2 2000",,,ST,598.5,0.0,432.25,691.6,,Heat Exchangers / Heaters,25
09598700KS0001,"PH 01.08 3000 230~2 2,2 3000 PT100",,,ST,759.563,0.0,678.3,877.8,,Heat Exchangers / Heaters,12
09598900KS0001,"PH 01.08 3000 230~2 2,2 2000",,,ST,598.5,0.0,452.2,731.5,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,28
09599200KS0001,"PH 01.08 2000 230~2 1,5 2000",,,ST,591.85,0.0,532.0,678.3,,Heat Exchangers / Heaters,12
09599500KS0001,"PH 01.02.3000 230~2 2,2 8000",,,ST,909.72,0.0,873.81,944.3,,Heat Exchangers / Heaters,15
09599600KS0001,"PH 01.01 1000 230~2 1,44 2000",,,ST,598.5,0.0,545.3,638.4,,Heat Exchangers / Heaters,9
09599800KS0001,"PH 01.01 2000 230~2 2,2 2000",,,ST,638.4,0.0,571.9,665.0,,Heat Exchangers / Heaters,9
09600000KS0001,"PH 01.00 1000 230~2 1,44 2000",,,ST,558.6,0.0,498.75,678.3,VG 31 - Semicon/Chemistry,Semi finished Products,17
09600100KS0001,"PH 01.00 2000 480~2 2,2 3000",,,ST,575.89,0.0,397.005,655.69,VG 20 - Mobility,Heat Exchangers / Heaters,25
09600200KS0001,"PH 01.00 2000 400~2 2,2 3000",,,ST,650.37,0.0,411.1695,738.15,VG 20 - Mobility,Electric Drive,32
09600400KS0001,"PH 01.00 2000 230~2 2,2 3000",,,ST,587.5275,0.0,479.465,655.69,VG 20 - Mobility,Electric Drive,6
09600500KS0001,"PH 01.00 2000 230~2 2,2 2000",,,ST,598.5,0.0,505.4,704.9,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,33
09600600KS0001,"ThermoGenius M2 1224x902 27,2 unten",,1224x902,ST,6224.4,0.0,6184.5,7647.5,VG 26 - Energy,Energy Generation,4
09600700KS0001,"ThermoGenius™ M2 1224x902 27,2 top",,1224x902,ST,6517.0,0.0,6224.4,7780.5,VG 26 - Energy,Energy Generation,9
09600800KS0001,"ThermoGenius™ M1 1220x610 13,6 oben",,1220x610,ST,4389.0,0.0,3325.0,5486.25,VG 26 - Energy,Heat Exchangers / Heaters,16
09602400KS0001,"FB-WT PVDF 140x410x70 0,39 2xDN50",PVDF,140x410x70,ST,2883.44,0.0,2883.44,2883.44,VG 26 - Energy,PTFE,1
09603600KS0001,"FB-WT PFA 620x340x80 1,5",PFA,620x340x80,ST,4611.11,0.0,4051.18,5115.18,,Heat Exchangers / Heaters,6
09604100KS0001,"S&T-HX PP DN150x965 3,7",PP,150x965,ST,4954.25,0.0,4342.45,5991.65,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,11
09604600KS0001,"RB-WT PP DN80x605 0,5",PP,80x605,ST,2932.65,0.0,2413.95,3267.81,,Heat Exchangers / Heaters,9
09606500KS0001,"RB-WT PVDF DN125x455 0,87",PVDF,125x455,ST,5047.35,0.0,5047.35,5047.35,,Heat Exchangers / Heaters,1
09606700KS0001,"RB-WT PVDF DN80x410 0,36",PVDF,80x410,ST,3065.65,0.0,2645.37,3411.45,,Heat Exchangers / Heaters,6
09606800KS0001,"RB-WT PVDF DN100x564mm 0,85",PVDF,100x564,ST,5689.74,0.0,5292.07,5845.35,,Heat Exchangers / Heaters,11
09607800KS0001,"RB-WT PVDF DN200x4500 31,5",PVDF,200x4500,ST,39427.85,0.0,36242.5,43870.05,,Heat Exchangers / Heaters,3
09608700KS0001,FB-WT PFA DN50x312 zum Einbau DN80,PFA,50x312,ST,2074.8,0.0,1988.35,2187.85,,Distribution,10
09609000KS0001,"Mini-HX PP/PFA 368x368x56 0,75","PFA, PP",368x368x56,ST,1855.35,0.0,1855.35,1855.35,,PTFE,1
09609500KS0001,"Rechteck-WT PVDF/PFA 860x760x130 7,5","PVDF, PFA",860x760x130,ST,7490.56,0.0,7490.56,7490.56,,PTFE,1
09609700KS0001,"Round-HX PP 960x1500 72,0",PP,960x1500,ST,23122.05,0.0,23122.05,23122.05,,PTFE,1
09610000KS0001,"Round-HX PVDF 702x1300 30,0",PVDF,702x1300,ST,31168.55,0.0,31168.55,31168.55,,PTFE,1
09612200KS0001,"Mod-HX PVDF 860x760x50 3,0",PVDF,860x760x50,ST,3047.03,0.0,2940.63,3153.43,,Heat Exchangers / Heaters,2
09613800KS0001,"Mod-WT PVDF 760x660x75 3,0",PVDF,760x660x75,ST,2467.15,0.0,2467.15,2467.15,,Heat Exchangers / Heaters,1
09615800KS0001,"Mod-HX PVDF/PFA 860x760x100 4,0","PVDF, PFA",860x760x100,ST,5305.37,0.0,4861.15,634011.0,,Heat Exchangers / Heaters,5
09616200KS0001,"Mod-WT PVDF 560x660x100 2,8",PVDF,560x660x100,ST,4801.3,0.0,4801.3,4801.3,,Heat Exchangers / Heaters,1
09617800KS0001,"PTFE-GG-Transportb. 920x20x0,13",PTFE,"920x20x0,13",ST,24.5917,0.0,22.876,26.3074,,Distribution,4
09618000KS0001,"PTFE-GG-Transportb. 20000x600x0,35",PTFE,"20000x600x0,35",ST,1114.54,0.0,1022.77,1114.54,,Semi finished Products,3
09618100KS0001,"PTFE-GG-Transportb. 12000x600x0,35",PTFE,"12000x600x0,35",ST,662.34,0.0,614.46,662.34,,Semi finished Products,3
09618300KS0001,"PTFE-GG-Transportb. 7990x29x0,50",PTFE,"7990x29x0,50",ST,81.795,0.0,81.795,81.795,,PTFE,1
09618400KS0001,"PTFE-GG-Transportb. 7565x25x0,50",PTFE,"7565x25x0,50",ST,75.6105,0.0,69.16,79.3877,,PTFE,3
09620800KS0001,"PTFE-GGF 1000x0,08 sk Typ GP108/3",PTFE,"1000x0,08",M,44.555,0.0,41.8418,61.579,,Distribution,6
09620900KS0001,"PTFE-GGF 500x0,25 anti. eins. sk",PTFE,"500x0,25",M,60.1559,0.0,60.1559,60.1559,,Distribution,2
09622000KS0001,"PTFE-GGF 1000x0,35 Typ AP141/14",PTFE,"1000x0,35",M,89.6287,0.0,83.7235,122.36,,Distribution,6
09622100KS0001,"PTFE-GGF 15x0,25 eins. sk",PTFE,"15x0,25",M,3.7373,0.0,3.7373,3.7373,,Distribution,2
09622300KS0001,"PTFE-GGF 25x0,25 eins. sk",PTFE,"25x0,25",M,2.1087,0.0,2.0083,2.2091,,Distribution,4
09622400KS0001,"PTFE-GGF 140x0,25 eins. sk",PTFE,"140x0,25",M,12.901,0.0,10.1246,12.901,,Distribution,3
09622600KS0001,"PTFE-GGF 130x0,13 eins. sk",PTFE,"130x0,13",M,9.0068,0.0,8.3391,9.3499,,Distribution,6
09622800KS0001,"PTFE-GGF 40x0,15 eins. sk",PTFE,"40x0,15",M,3.0138,0.0,3.0138,3.0138,,Distribution,2
09623100KS0001,"PTFE-GGF 50x0,13 eins. sk",PTFE,"50x0,13",M,6.0515,0.0,5.2535,8.911,,Distribution,7
09623200KS0001,"PTFE-GGF 40x0,13 eins. sk",PTFE,"40x0,13",M,13.2468,0.0,9.975,13.2468,,Distribution,3
09623300KS0001,"PTFE-GGF 80x0,25 eins. sk",PTFE,"80x0,25",M,10.9016,0.0,8.2992,13.0916,,Distribution,3
09623400KS0001,"PTFE-GGF 60x0,08 eins. sk",PTFE,"60x0,08",M,3.3383,0.0,3.325,3.3516,,Distribution,2
09623500KS0001,"PTFE-GGF 110x0,25 eins. sk",PTFE,"110x0,25",M,8.911,0.0,8.113,9.709,,Distribution,2
09623600KS0001,"PTFE-GGF 100x0,25 eins. sk",PTFE,"100x0,25",M,8.1349,0.0,7.4919,8.778,,Distribution,2
09623700KS0001,"PTFE-GGF 20x0,25 eins. sk",PTFE,"20x0,25",M,2.3608,0.0,2.0016,3.1056,,Distribution,3
09623900KS0001,"PTFE-GGF 20x0,15 eins. sk",PTFE,"20x0,15",M,3.9634,0.0,3.8038,4.123,,PTFE,2
09624000KS0001,"PTFE-GGF 1000x0,25 EINS. SK",PTFE,"1000x0,25",M,95.76,0.0,49.476,141.0997,,Distribution,5
09624100KS0001,"PTFE-GGF 1000x0,13 Typ AP116/05",PTFE,"1000x0,13",M,52.934,0.0,23.009,111.587,,Distribution,5
09624300KS0001,"PTFE-GGF 1000x0,15 Typ AP116/06",PTFE,"1000x0,15",M,58.8525,0.0,51.205,66.5,,PTFE,2
09625000KS0001,"PTFE-GFT 1000x0,25 Typ AA128/10",PTFE,"1000x0,25",M,85.4525,0.0,61.845,109.06,,Distribution,4
09625600KS0001,"PTFE-GFT 225x0,25",PTFE,"225x0,25",M,9.8919,0.0,9.8919,9.8919,,Semi finished Products,1
09625800KS0001,"PTFE-GGF 1000x0,13 Typ A116/05",PTFE,"1000x0,13",M,40.2857,0.0,40.2857,40.2857,,Semi finished Products,1
09629000KS0001,"V2A-Rohr PTFE-Rohr 26,9/35,0x1670",PTFE,"35,0x1670",ST,207.5997,0.0,178.087,443.688,,PTFE,3
09629700KS0001,Antenne PTFE-HST Länge 395 mm besch.,PTFE,,ST,62.9755,0.0,62.377,63.574,VG 35 - Distribution,Distribution,2
09630100KS0001,"Sensor PTFE-HST 14,0/15,0x290,4",PTFE,"15,0x290,4",ST,80.864,0.0,80.864,80.864,VG 35 - Distribution,Distribution,1
09631800KS0001,"PTFE-Folie 830x750x0,8",PTFE,"830x750x0,8",ST,169.575,0.0,169.575,180.8135,VG 31 - Semicon/Chemistry,PTFE,3
09632200KS0001,"PCTFE-Kugeldichtungen Ø 41,5/35,5x5,5",PCTFE,"35,5x5,5",ST,6.8428,0.0,6.6766,7.0091,,Distribution,4
09632800KS0001,"PTFE-Folie schwarz 1450x400x0,8 geätzt",PTFE,"1450x400x0,8",ST,139.1845,0.0,139.1845,147.231,,PTFE,3
09632900KS0001,"PTFE-Folie schwarz 830x305x0,8 geätzt",PTFE,"830x305x0,8",ST,74.4135,0.0,74.4135,78.8025,,PTFE,3
09633000KS0001,"PTFE-Film black 1.450x830x0,8 etched",PTFE,"1.450x830x0,8",ST,256.69,0.0,256.69,268.66,,PTFE,3
09633100KS0001,"PTFE-Film black 830x800x0,8 etched",PTFE,"830x800x0,8",ST,192.85,0.0,178.22,192.85,,PTFE,11
09633200KS0001,"PTFE-Film 800x355x0,75 etched",PTFE,"800x355x0,75",ST,81.3295,0.0,77.406,6971.86,,PTFE,3
09633300KS0001,"PTFE-Folie 1450x400x0,75 geätzt",PTFE,"1450x400x0,75",ST,117.991,0.0,104.7375,136.857,VG 31 - Semicon/Chemistry,PTFE,4
09633400KS0001,"F-Ring aus Rulon® 124,65/116,85/24,9",,,ST,381.7765,0.0,350.322,597.569,VG 35 - Distribution,Distribution,8
09633500KS0001,PCTFE-Zellkörper 80x60x25,PCTFE,80x60x25,ST,1148.455,0.0,1106.56,1190.35,VG 35 - Distribution,PTFE,2
09634000KS0001,PCTFE Weicheinsatz Ventilkegel,PCTFE,,ST,9.2023,0.0,7.2418,11.2385,,Fluidtechnology,3
09634100KS0001,"Dichtung für KAMLOK®-Kupplung 1 1/4""",,,ST,33.1702,0.0,33.1702,33.1702,VG 35 - Distribution,Distribution,1
09634210ET0001,HST DUAL PTFE/FEP DLW 115 nat 1220,"PTFE, FEP",,ST,16.625,0.0,12.502,31.2743,VG 35 - Distribution,PTFE,25
09634410ET0001,HST DUAL PTFE/FEP DLW 190 nat 1220,"PTFE, FEP",,ST,32.6961,0.0,13.167,39.634,VG 35 - Distribution,PTFE,9
09634500ET0001,HST 2:1 PTFE AWG 1 tw nat spool,PTFE,,M,5.9983,0.0,5.9983,5.9983,,PTFE,1
09634600ET0001,"HST 4:1 PTFE 1"" nat spool",PTFE,,M,5.5328,0.0,3.7546,13.3,VG 34 - Aerospace,Distribution,84
09634700ET0001,"HST 4:1 PTFE 1 1/2"" nat Spule",PTFE,,M,10.2144,0.0,7.0733,18.5934,VG 35 - Distribution,Distribution,33
09634800ET0001,"HST 4:1 PTFE 1 1/4"" nat Spule",PTFE,,M,8.6317,0.0,5.7149,20.0165,VG 35 - Distribution,PTFE,71
09634900ET0001,"HST 4:1 PTFE 1 3/4"" nat spool",PTFE,,M,11.97,0.0,7.182,17.4895,VG 35 - Distribution,PTFE,26
09635000ET0001,"HST 4:1 PTFE 1/2"" nat Spule",PTFE,,M,4.5353,0.0,2.793,24.9242,VG 35 - Distribution,Distribution,82
09635100ET0001,"HST 4:1 PTFE 1/4"" nat Spule",PTFE,,M,3.325,0.0,2.0615,33.25,VG 34 - Aerospace,Distribution,144
09635200ET0001,"HST 4:1 PTFE 11/16"" nat Spule",PTFE,,M,7.3017,0.0,4.0565,33.25,VG 35 - Distribution,Distribution,60
09635300ET0001,"HST 4:1 PTFE 2"" nat Spule",PTFE,,M,19.95,0.0,15.029,29.3292,VG 35 - Distribution,Distribution,29
09635400ET0001,"HST 4:1 PTFE 3/32"" nat Spule",PTFE,,M,2.2876,0.0,1.463,33.25,VG 27 - Medical,PTFE,17
09635500ET0001,"HST 4:1 PTFE 3/4"" nat spool",PTFE,,M,5.0428,0.0,3.4075,7.6741,VG 35 - Distribution,Distribution,64
09635600ET0001,"HST 4:1 PTFE 3/8"" nat Spule",PTFE,,M,3.3649,0.0,0.0,13.3,VG 35 - Distribution,Distribution,141
09635700ET0001,"HST 4:1 PTFE 5/16"" nat Spule",PTFE,,M,2.807,0.0,1.7024,13.3,VG 35 - Distribution,PTFE,95
09635800ET0001,"HST 4:1 PTFE 5/64"" nat Spule",PTFE,,M,1.6359,0.0,1.0161,33.25,VG 35 - Distribution,Distribution,165
09635900ET0001,"HST 4:1 PTFE 5/8"" nat spool",PTFE,,M,4.9808,0.0,3.192,9.5095,VG 35 - Distribution,PTFE,80
